text,class
وبعدين لما هو فعلا عاوز يمشي المدارس بجد وعلي حق المفروض ده يحصل من اول سنه جديده انما مش جي علي اخر السنه وعامل فيها المعرفش ايه,egypt
انة حضر الي الحلقة ومعة الاية الكريمة كتابها حتي يقرائها ويقوم يمشى . بمعني انة حضر ولا عندة نية للصلح ولو اعتذر شوبير الف مرة لانة جاي يزلة ويقهرة علي مراي ومسمع الجميع والتهم الي جاي يتكلم عليها المستشار الي استقال من علي المنصة ال حفظها للشعب المصري في كل لقاء معة احب ان اقول لك كلكم اخس من بعض وما خفي كان اعظم وياريت تستمر تفتش عليهم الشخصيات العامة الذي هم صفوة المجتمع المصري .خسارة يابلدعلي الشخصيات الكلهم فضايح,egypt
كثرت على ما وصاووك كشاكشك طالعة وانت تدافع على الترويكا وبطبيعة الحال على نهضتك اللي خربت البلاد,tunisia
9- زاهر نفسه اهان كرة القدم المصرية وعلقة الجزائر ليست ببعيده,egypt
واش قلتي ليها يا ماما بلي جبنا معنا الحلوة,morocco
أه خاصني وأنا متنحملش ندير شي حاجة بززها عليا شي واحد تنمل دغي,morocco
هادشي بصح ، غير زحام و لامبوتياج,morocco
اه خرجات,morocco
مزالو ما جاوش,algeria
لا مشي للدراري,algeria
حاشكم شلاكه برشا وقلة حياء,tunisia
ماما و المرا تقدر تحب ولد ماشي وليدها,algeria
هاكي درت غلطة ضرك,algeria
أديك أي الحلقة لولة,algeria
قال لي هي مدايرة الماكياج ديري كيفها و شوفي روحك,algeria
ياشعب مالك زى,egypt
والله ما على بالي أسكو يحتاجو كجزء برك ولا وش,algeria
جات أختو و امبعد خوه,algeria
أني عملت تاع دياﻳﻴﭙﻲ أديكا,algeria
ماشاالله عليا,algeria
أه نزيد شوية و نطلع لديبارتومو قولي لي وعلاه,algeria
علابالي,algeria
مالا عيطي ليومة عندها تيليفون تحا,algeria
هو ناوي يقراعرفتي تيقني أنا ف ديك الفترة حتا واحد ما فهم واش تيداوي فمو ولا شنو خدع لفلوس و نتا عارف,morocco
إيه صح بالاك تسنا فيها برك,algeria
تلاقا بواحد البنت كانت كتقرا معاه جابها باش تديرو في الإدارة ديل الشركة الخاصة بيه,morocco
برنامج ناجح جدا اتمنى له اﻻستمرارية ومزيدا من التالق والنجاح للصحفي عﻻء وحظ سعيد.,tunisia
يجري يجري أومبعد تطلع و هو واقف نورمال قاع,algeria
و الطون,morocco
عبد الفتاح مورو يبقى ديما معلم,tunisia
ماسط ﻻسط,tunisia
أكثر ممثلة تستحق تضهر في التلفزة,tunisia
ما نعرف واش بها طولت هكا,algeria
مزوزة,algeria
جانفي يكون هنا لا,algeria
وعلاه إنت كنتي حاطة يشريلك حمص و يعرضك معانا لريستورن,algeria
اه تطا قادرة درك بﺎريقزوﻣﭙﻞ توصل العشرة تجيب ولد شهرة لاكترت بحد المدرسة فهمتي,algeria
عيطت تسقسي على ماما لكان راحت لطبيب ولا لا,algeria
اشبيه ميبون ها رحموني,tunisia
الحمد لله و أنت كريمة,morocco
نعرف وحدة كانت تسكن بحدانا بكري جابت غير البنات,algeria
كي تكملو ديراكت تديروا  ليكونترول,algeria
سليمة على لا تاز تاعك شوفي هاد لي سقمونتور مورفولوجيك : مادا مورفتاقر سابا,algeria
كان بخير و كان خدام حيت هو يخرج داك نهار شراء شي حوايج ل مراتو مع لحداشر جاب ليها شي حوايج و مشا من ديك الطريق,morocco
كنقرا في السنة الرابعة في عمري سطاشر عام بغا بابا يزوجني بولد عمي و أنا مبغيتش نتزوج بيه,morocco
هنا ما يقبلونيش لكلاسمون  تاعي ماشي مليح,algeria
بكيت الناس كامل سكتو تخلعت في روحي تقول كنت ننوم,algeria
يا عم العميد حسام حسن دخلنا كاس العالم وانت عملت ايه رجعت قلت معلش اصلهم وحشين وضربونا في السودان بلا وكسه المفروض انكم لعيبه محترفه بتلعبوا في كل الظروف ولا متغاظ من حسام علشان لعب في كاس العالم وانت عجزت ومش هتلحق تلعب ولا عمرك هتشوف كاس العالم كنت دخلتنا كاس العالم يا عم العميد وكنا خلناك لواء مش الجزائر بتحضر نفسها لكاس العالم وانت مش نافع غير في الكلام,egypt
ممسطك انت و نوفل و اصحابك الي معاكم الكل في الحصة . اخطى مبروكة و مباركة و الباقي الشكاره و البحر .,tunisia
مكرهتش نهدرو بيها,morocco
بصح على قداش ؟,algeria
كلب من كلاب المتمرة,tunisia
سي لوفونسيف تاع الأرض لي تفريها ما كانوش حابين يمدو السلاح للمعارضة دوكا سي بو او بلوس لاشين و الروس مع الواقف,algeria
ساهلة هادي,algeria
تخيلوا كل واحد بنته كده بقي ؟,egypt
جالغ برشة وبا يزبّل السّهرية,tunisia
أصبحت تستضيف من تراهم في بلاتو برهان عسيس.. أتفه و أرخص شخص هذا المسمى فريد الباجي... الصافي سعيد يستحق كل الأحترام كذلك سيف الدين,tunisia
مش قادر تنسي ياابراهيم اللي عملوا رامي كلم مرتضي منصور يرفعك قضية هو تخصص رياضيين,egypt
يا وليد يا معلم .. و الله العظيم راجل و برسمي أثبتت إنك فنان راقي .. و عجبتني كي دفعت على أحمد .برافو ..برافو ..,tunisia
لالا زوج  على الحيوانات ماشي على العباد,algeria
و انا وش ريحيني هبطت بلعقل,algeria
أهاه وش قاعدة ديري درك,algeria
حتا مبقاش هكاك,morocco
نحيوا بوها الثقافة مادام هذا المنحط و امثالوا يحبوا يرتقيوا بيها و يمثلوها. لا يصلح الا قواد خلاه بوه الحنين ملقاش شكون يعطيه رضعتوا,tunisia
نعطيك تسمع صوتك,morocco
يا ولدي يا خويا,morocco
في الأخير إخترت مؤطرا عندها ماجيستار و أطرها السيد لعسكري,morocco
أم أن و أم دو,algeria
بزاف عليك مالا,algeria
شخصية ماسطة لاسطة ...يحكي على الحومة الشعبية و هو لوكو  متاع قطاطس منال عمارة,tunisia
ادا حتا هادا من هاد الراس كبير بزاف و معندوش زغب جلدو فيه زغب و لكن صغير بزاف,morocco
ههه لطفي يا معذبهم,tunisia
 : ف قلبي مكان مكنش بيوصله انسان لأنه أمان مكنش بيدي حد أمان فتحته انا ليك دخلته إنت وقفلته عليك,egypt
ما نعرفهاش أما عملت مداخلة باهية يعطيها صحة,tunisia
انا عندي الزهرحيت راجلي خلاني نخدم,morocco
فيه جواهر,algeria
فين مواهبنا اهتموا بيها !,egypt
وحد الدوكيمونتار قﺎعد نتفرج فيه أوندري واحد مريض و واحد معاه يتصل بالعالم الآخر,algeria
شريت نجمة و دفعت على أساس خط,morocco
ماشي صعيب,morocco
شنو جاني حتى تشبعني سبان,morocco
انت عندك حق وانت بردو على اكمل مسئولية على الفريق,egypt
بعد المراة فاش تنضغط علا يدي كنحس بحال إلى شي عصب تيقساح,morocco
نفس الهدرة لي قلتيهالي قبل والله نفس الهدرة بالصح يهبل تبعيه,algeria
حنا قال لنا مور ما تكملو ديراكت,algeria
بس يجى اليوم ده وارجع تانى يوم ما فيش مشاكل,egypt
ف قسنطينة ولا عنابة,morocco
أدخلو،أدخلو ، غاولو,algeria
و بعدين انت بتتكلم زى العرب بالظبط سياده ناقصه و حصاد مر هو انت عايش فى منطقه تانيه يا اساتذ ولا مش شايف مثلا الدول اللى زى سوريا و غيرها بيعملوا ايه ؟,egypt
التسعة هي لي مشكل,algeria
يا خوياةما ريتش امصط منك امين قارا و الله متخلف و فاشل غير الوقت عطاك حتى الأسئلة ما سعرفش يسأل,tunisia
الهايكا تعلن عن إيقاف بث برنامج كلام الناس لكثرة القباحة هههيههههه,tunisia
